Title,Year,Keywords,Generated Lay Summary
Risk Factors for Adverse Prognosis and Death in American Visceral Leishmaniasis: A Meta-analysis,2014,"['medicine', 'and', 'health', 'sciences', 'clinical', 'research', 'design', 'infectious', 'disease', 'epidemiology', 'tropical', 'diseases', 'epidemiological', 'methods', 'and', 'statistics', 'simulation', 'and', 'modeling', 'research', 'design', 'mathematics', 'clinical', 'epidemiology', 'statistics', '(mathematics)', 'neglected', 'tropical', 'diseases', 'veterinary', 'science', 'research', 'and', 'analysis', 'methods', 'infectious', 'diseases', 'veterinary', 'diseases', 'zoonoses', 'epidemiology', 'research', 'assessment', 'meta-analysis', 'leishmaniasis', 'systematic', 'reviews', 'biology', 'and', 'life', 'sciences', 'physical', 'sciences', 'statistical', 'methods']","Title: Key Risk Factors for American Visceral Leishmaniasis Identified

Lay Summary:
Visceral leishmaniasis (VL) is a serious public health problem, especially in Latin America, with high fatality rates. This study aimed to find potential predictors of adverse prognosis and death from American VL. The researchers did a systematic review and meta-analysis of 14 relevant studies from Brazil.
They found that jaundice, thrombocytopenia, hemorrhage, HIV coinfection, diarrhea, age under 5 and over 40–50 years, severe neutropenia, dyspnoea, and bacterial infections were the strongest predictors. Edema and low hemoglobin were also linked to bad outcomes.
These findings can help doctors identify high-risk patients and manage the disease better. Future research should focus on developing and validating prognostic models.

Keywords: Visceral Leishmaniasis, Risk Factors, Prognosis, Meta-analysis"
Antimony susceptibility of Leishmania isolates collected over a 30-year period in Algeria,2018,"['medicine', 'and', 'health', 'sciences', 'tropical', 'diseases', 'geographical', 'locations', 'vertebrates', 'microbiology', 'parasitic', 'diseases', 'parasitic', 'protozoans', 'animals', 'mammals', 'dogs', 'protozoan', 'life', 'cycles', 'organisms', 'developmental', 'biology', 'protozoans', 'leishmania', 'antimony', 'neglected', 'tropical', 'diseases', 'algeria', 'promastigotes', 'africa', 'infectious', 'diseases', 'zoonoses', 'life', 'cycles', 'chemistry', 'protozoan', 'infections', 'amastigotes', 'people', 'and', 'places', 'leishmania', 'infantum', 'eukaryota', 'leishmaniasis', 'biology', 'and', 'life', 'sciences', 'protozoology', 'physical', 'sciences', 'amniotes', 'chemical', 'elements']","Title: Antimony Susceptibility of Leishmania Isolates in Algeria Over 30 Years

Lay Summary:
Leishmaniasis, a vector-borne disease, is a public health concern in Algeria. Antimony-containing drugs are the main treatment, but treatment failures are common. The study aimed to determine the antimony susceptibility of Leishmania isolates in Algeria.
Researchers analyzed 106 isolates from humans, dogs, rodents, and sandflies collected over 30 years. They measured the inhibitory concentrations of antimony compounds in promastigotes and amastigotes.
The key findings were a trend of increasing antimony susceptibility in visceral leishmaniasis isolates, and an increase in insusceptible phenotypes in cutaneous leishmaniasis isolates. The emergence of insusceptible phenotypes was linked to certain Leishmania species.
These findings highlight the need for a method to determine antimony susceptibility to detect and prevent drug-resistant strains. This will help in developing public health policies for leishmaniasis treatment.

Keywords: Leishmaniasis, Antimony, Susceptibility, Algeria, Drug Resistance "
Acute Infectious Gastroenteritis Potentiates a Crohn's Disease Pathobiont to Fuel Ongoing Inflammation in the Post-Infectious Period,2016,"['medicine', 'and', 'health', 'sciences', 'pathology', 'and', 'laboratory', 'medicine', 'pathogens', 'microbiology', 'salmonellosis', 'bacterial', 'diseases', 'enterobacteriaceae', 'gastroenterology', 'and', 'hepatology', 'inflammatory', 'bowel', 'disease', 'bacteria', 'bacterial', 'pathogens', 'salmonella', 'typhimurium', 'digestive', 'system', 'infectious', 'diseases', 'escherichia', 'coli', 'infections', 'gastroenteritis', 'medical', 'microbiology', 'microbial', 'pathogens', 'salmonella', 'gastrointestinal', 'tract', 'anatomy', 'biology', 'and', 'life', 'sciences', 'organisms', 'cecum']","Title: Acute Gastroenteritis and Its Link to Crohn's Disease via a Pathobiont

Lay Summary:
Crohn's disease is a chronic inflammatory condition. Exposure to foodborne pathogens causing acute gastroenteritis can increase the long-term risk of Crohn's, but the reason is unclear. The study developed two models using mice colonized with AIEC, a bacterium linked to Crohn's. The models involved infecting mice with Salmonella Typhimurium or Citrobacter rodentium. The key findings showed that after gastroenteritis, the tissue-associated expansion of AIEC led to increased disease activity, immunopathology, and barrier defects. AIEC expansion required resistance to host defense peptides and a strong inflammatory response. These results suggest that people colonized with AIEC during acute infectious gastroenteritis may be at higher risk of Crohn's. The study also identified AIEC as a potential target for developing therapies.

Keywords: Acute Gastroenteritis, Crohn's Disease, AIEC, Pathobiont, Therapy"
LACHESIS Restricts Gametic Cell Fate in the Female Gametophyte of Arabidopsis,2007,"['developmental', 'biology', 'plant', 'biology', 'plants']","Title: LACHESIS Protein Helps Control Cell Fate in Arabidopsis Female Gametophytes

Lay Summary:
In flowering plants like Arabidopsis, the female gametophyte contains different cell types with important roles in fertilization. However, how accessory and gametic cell fates are determined was unclear. This study aimed to find regulators of egg cell fate. Scientists screened for mutants in Arabidopsis using a chemical mutagen. They found the lachesis (lis) mutant, which forms extra egg cells. In lis mutants, accessory cells take on gametic cell fate. Analyses showed that LIS is involved in preventing this. LIS is similar to a yeast splicing factor. Its expression pattern suggests that gametic cells produce a signal to stop accessory cells from becoming gametic. These findings show how a plant controls cell fate in the female gametophyte and suggest that components of the splice apparatus are involved in cell fate decisions.

Keywords: Arabidopsis, Female Gametophyte, Cell Fate, LACHESIS, Splicing Factor "
A Qualitative Study Exploring Barriers Related to Use of Footwear in Rural Highland Ethiopia: Implications for Neglected Tropical Disease Control,2013,"['medicine', 'preventive', 'medicine', 'social', 'discrimination', 'environmental', 'health', 'social', 'and', 'behavioral', 'sciences', 'social', 'prejudice', 'behavioral', 'and', 'social', 'aspects', 'of', 'health', 'global', 'health', 'sociology', 'social', 'research', 'public', 'health']","Title: Understanding Barriers to Footwear Use in Rural Ethiopia for NTD Control

Lay Summary:
There's growing interest in how footwear can prevent Neglected Tropical Diseases (NTDs). This study aimed to understand the barriers to consistent shoe use in a rural Ethiopian community where podoconiosis, an NTD, is common.
The researchers used qualitative methods like focus groups, interviews, and case studies with 242 adults. They found that while shoe-wearing norms are changing and shoes are seen as a sign of dignity and protection, many barriers exist. Financial constraints mean people can't buy enough or good-quality shoes. Shoes are often not suitable for local activities. Podoconiosis patients face additional issues like finding the right size and stigma.
These findings are important for those designing NTD prevention programs. Future efforts should consider subsidies, appropriate shoe design, and better ways to measure shoe use.

Keywords: Footwear, Neglected Tropical Diseases, Barriers, Rural Ethiopia, Prevention "
Targeting of Pseudorabies Virus Structural Proteins to Axons Requires Association of the Viral Us9 Protein with Lipid Rafts,2008,"['virology/virion', 'structure,', 'assembly,', 'and', 'egress', 'biochemistry/cell', 'signaling', 'and', 'trafficking', 'structures', 'cell', 'biology/neuronal', 'signaling', 'mechanisms']","Title: Pseudorabies Virus Us9 Protein's Association with Lipid Rafts Is Key for Axonal Targeting

Lay Summary:
Pseudorabies virus (PRV) Us9 protein is crucial for the virus to spread in the nervous system, but how it does this has been unclear. This study aimed to find out the mechanism.
The researchers used infected non-polarized and polarized PC12 cells, a cell line similar to sympathetic neurons. They also used different PRV strains. They did various experiments like lipid raft flotation assays, live imaging, and protein expression analysis.
The key findings were that Us9 is highly enriched in detergent-resistant membranes (lipid rafts), and this association is cholesterol dependent. Changing Us9's transmembrane domain reduced its presence in lipid rafts and blocked anterograde spread. Us9 is essential for axonal sorting of viral capsids and glycoproteins.
These findings show that lipid rafts are important in axonal sorting of PRV proteins. Future research could focus on identifying other proteins in these lipid microdomains.
Keywords: Pseudorabies virus, Us9 protein, lipid rafts, axonal sorting "
Control of nongenetic heterogeneity in growth rate and stress tolerance of Saccharomyces cerevisiae by cyclic AMP-regulated transcription factors,2018,"['classical', 'mechanics', 'chemical', 'compounds', 'mechanical', 'stress', 'carbohydrates', 'light', 'organic', 'compounds', 'glucose', 'electromagnetic', 'radiation', 'dna', 'damage', 'fungi', 'model', 'organisms', 'artificial', 'light', 'experimental', 'organism', 'systems', 'energy-producing', 'organelles', 'dna', 'bioenergetics', 'mitochondria', 'cellular', 'structures', 'and', 'organelles', 'research', 'and', 'analysis', 'methods', 'saccharomyces', 'specimen', 'preparation', 'and', 'treatment', 'staining', 'animal', 'studies', 'thermal', 'stresses', 'gene', 'expression', 'chemistry', 'yeast', 'physics', 'biochemistry', 'cell', 'staining', 'eukaryota', 'cell', 'biology', 'nucleic', 'acids', 'organic', 'chemistry', 'genetics', 'monosaccharides', 'biology', 'and', 'life', 'sciences', 'yeast', 'and', 'fungal', 'models', 'saccharomyces', 'cerevisiae', 'physical', 'sciences', 'organisms']","Title: How Yeast's Growth and Stress Tolerance Heterogeneity is Controlled

Lay Summary:
Genetically identical cells can show differences in growth and stress tolerance, a phenomenon with clinical implications. This study focused on Saccharomyces cerevisiae yeast to understand the mechanism behind this. The researchers used genetic and chemical manipulations, along with single-cell assays. They found that differences in intracellular cyclic AMP (cAMP) levels, acting through the Ras/cAMP/protein kinase A pathway and its target transcription factors Msn2 and Msn4, cause this nongenetic heterogeneity. Higher cAMP levels reduce the proportion of slower-growing cells and lower stress tolerance. Manipulating cAMP levels or the genes involved can change growth and stress tolerance. These findings may help in treating diseases like cancer and fungal infections by making cells more uniformly sensitive to treatment.

Keywords: Yeast, Nongenetic Heterogeneity, cAMP, Growth Rate, Stress Tolerance "
Whole-Genome Sequencing Analysis from the Chikungunya Virus Caribbean Outbreak Reveals Novel Evolutionary Genomic Elements,2016,"['sequencing', 'techniques', 'infographics', 'organismal', 'evolution', 'medicine', 'and', 'health', 'sciences', 'pathology', 'and', 'laboratory', 'medicine', 'togaviruses', 'chikungunya', 'infection', 'pathogens', 'geographical', 'locations', 'microbiology', 'cloning', 'alphaviruses', 'viruses', 'north', 'america', 'chikungunya', 'virus', 'rna', 'viruses', 'phylogenetic', 'analysis', 'microbial', 'evolution', 'molecular', 'biology', 'techniques', 'caribbean', 'research', 'and', 'analysis', 'methods', 'sequence', 'analysis', 'infectious', 'diseases', 'computer', 'and', 'information', 'sciences', 'sequence', 'alignment', 'medical', 'microbiology', 'microbial', 'pathogens', 'molecular', 'biology', 'viral', 'evolution', 'molecular', 'biology', 'assays', 'and', 'analysis', 'techniques', 'people', 'and', 'places', 'data', 'visualization', 'virology', 'viral', 'pathogens', 'graphs', 'biology', 'and', 'life', 'sciences', 'viral', 'diseases', 'evolutionary', 'biology', 'organisms']","Title: Study of Chikungunya Virus in Caribbean Outbreak Yields New Insights

Lay Summary:
Chikungunya virus can cause severe illness in humans. In 2013, it spread to the Americas. This study aimed to understand how it evolved during the outbreak. The researchers used deep-sequencing to analyze samples from infected people in Guadeloupe and Martinique. 
- They found genetic diversity across the virus genome, with more variation in some non-structural proteins. 
- Tissue culture passaging reduced the number of high-frequency variants. 
- A novel 3’UTR duplication was identified, which aids replication in mosquito cells. 
- Phylogenetic analysis showed the strains belong to the Asian genotype.
These findings are important for understanding the virus's evolution and adaptation. They highlight the need for continued surveillance and further study of the new genetic elements to address potential public health issues.

Keywords: Chikungunya virus, Caribbean outbreak, genetic diversity, 3’UTR duplication, evolution "
UBTOR/KIAA1024 regulates neurite outgrowth and neoplasia through mTOR signaling,2018,"['fish', 'molecular', 'probe', 'techniques', 'gene', 'regulation', 'cell', 'processes', 'vertebrates', 'neurites', 'animals', 'neuroscience', 'animal', 'models', 'osteichthyes', 'research', 'design', 'model', 'organisms', 'experimental', 'organism', 'systems', 'cell', 'growth', 'molecular', 'biology', 'techniques', 'neuronal', 'dendrites', 'research', 'and', 'analysis', 'methods', 'small', 'interfering', 'rnas', 'immunoblot', 'analysis', 'animal', 'cells', 'gene', 'expression', 'gene', 'disruption', 'molecular', 'biology', 'quantitative', 'analysis', 'biochemistry', 'rna', 'zebrafish', 'cellular', 'neuroscience', 'eukaryota', 'cell', 'biology', 'nucleic', 'acids', 'neurons', 'genetics', 'biology', 'and', 'life', 'sciences', 'cellular', 'types', 'non-coding', 'rna', 'organisms']","Title: UBTOR Gene Found to Regulate Cell Growth and Neoplasia via mTOR Signaling

Lay Summary:
The mTOR signaling pathways are involved in cell growth and various human diseases. This study aimed to understand the role of UBTOR, a previously unannotated gene, in cell growth and mTOR signaling.
The researchers used cell cultures, zebrafish models, and xenograft mouse models. They knocked down or overexpressed UBTOR and observed its effects on neurite outgrowth, cell growth, and tumor formation.
The key findings were that reducing UBTOR promoted neurite and cell growth, while overexpressing it suppressed colony formation in cancer cells. UBTOR inhibits mTOR signaling by stabilizing DEPTOR. In zebrafish, disrupting the ubtor gene increased mTOR activity and tumor formation. In mice, depleting UBTOR promoted tumor growth.
These findings could lead to new ways to optimize mTOR signaling for treating cancers and other diseases.
Keywords: UBTOR, mTOR signaling, cell growth, neoplasia, zebrafish "
A Protein Complex Map of Trypanosoma brucei,2016,"['protein', 'interactions', 'protein', 'interaction', 'networks', 'parasitic', 'protozoans', 'trypanosoma', 'brucei', 'gambiense', 'protozoans', 'network', 'analysis', 'mitochondria', 'bioenergetics', 'cellular', 'structures', 'and', 'organelles', 'extraction', 'techniques', 'research', 'and', 'analysis', 'methods', 'separation', 'processes', 'computer', 'and', 'information', 'sciences', 'protein', 'extraction', 'proteins', 'fractionation', 'proteomics', 'biochemistry', 'rna', 'trypanosoma', 'protein', 'complexes', 'cell', 'biology', 'nucleic', 'acids', 'rna', 'editing', 'biology', 'and', 'life', 'sciences', 'energy-producing', 'organelles', 'organisms']","Title: Mapping the Protein Complexes of Trypanosoma brucei

Lay Summary:
Understanding the biology of Trypanosoma brucei, the parasite causing African trypanosomiasis, has been hindered as the functions of many of its proteins are unknown. This study aimed to map the protein complexes of this parasite. Using two complementary biochemical fractionation techniques and mass spectrometry, researchers analyzed the procyclic life stage of the parasite. They identified 128 high-confidence complexes with 716 protein groups, many uncharacterized before. These complexes align with known pathways and co-expressed proteins. The functions of some novel proteins related to RNA-editing were validated. The protein complex map provides a valuable resource, helping to assign functions to uncharacterized proteins and guiding future research on the parasite's biology and potential treatments. 

Keywords: Trypanosoma brucei, Protein Complexes, Biochemical Fractionation, RNA Editing"
Lymph nodes are sites of prolonged bacterial persistence during Mycobacterium tuberculosis infection in macaques,2018,"['blood', 'cells', 'innate', 'immune', 'system', 'medicine', 'and', 'health', 'sciences', 'immune', 'cells', 'immune', 'physiology', 'cytokines', 'granulomas', 'immunology', 'tropical', 'diseases', 'vertebrates', 'animals', 'mammals', 'primates', 'animal', 'models', 'bacterial', 'diseases', 'developmental', 'biology', 'lymph', 'nodes', 'lymphatic', 'system', 'experimental', 'organism', 'systems', 'molecular', 'development', 'bacteria', 'old', 'world', 'monkeys', 'research', 'and', 'analysis', 'methods', 'rhesus', 'monkeys', 'infectious', 'diseases', 'white', 'blood', 'cells', 'monkeys', 'animal', 'cells', 'animal', 'studies', 'tuberculosis', 't', 'cells', 'actinobacteria', 'macaque', 'immune', 'system', 'eukaryota', 'cell', 'biology', 'anatomy', 'mycobacterium', 'tuberculosis', 'physiology', 'biology', 'and', 'life', 'sciences', 'cellular', 'types', 'amniotes', 'organisms']","Title: Lymph Nodes Are Sites of Prolonged Bacterial Persistence During TB Infection in Macaques

Lay Summary:
Tuberculosis can affect organs beyond the lungs, with lymph nodes (LNs) being common sites of extrapulmonary infection. However, how Mycobacterium tuberculosis (Mtb) impacts LN structure and function is unclear. This study used PET CT imaging, bacterial culture, and other methods in Mtb-infected cynomolgus and rhesus macaques.
- LNs can become inflamed early after infection, and FDG uptake often indicates live bacteria.
- Mtb grows similarly in both macaque species' LNs, but cynomolgus macaques better control the infection over time.
- Granulomas in LNs disrupt their structure and are associated with higher bacterial loads.
- LNs are generally poor at killing Mtb, and greater LN involvement is linked to more extrapulmonary disease in rhesus macaques.
These findings suggest LNs are important sites of bacterial persistence, which could impact TB treatment and highlight the need for further research. 

Keywords: Tuberculosis, Lymph Nodes, Macaques, Bacterial Persistence, Granulomas "
A Large Collection of Novel Nematode-Infecting Microsporidia and Their Diverse Interactions with Caenorhabditis elegans and Other Related Nematodes,2016,"['invertebrates', 'medicine', 'and', 'health', 'sciences', 'pathology', 'and', 'laboratory', 'medicine', 'viral', 'transmission', 'and', 'infection', 'caenorhabditis', 'pathogens', 'microbiology', 'parasitic', 'diseases', 'animals', 'nematode', 'infections', 'animal', 'models', 'caenorhabditis', 'elegans', 'model', 'organisms', 'microsporidia', 'experimental', 'organism', 'systems', 'cellular', 'structures', 'and', 'organelles', 'fungal', 'pathogens', 'digestive', 'system', 'research', 'and', 'analysis', 'methods', 'mycology', 'medical', 'microbiology', 'microbial', 'pathogens', 'pathogenesis', 'cell', 'membranes', 'gastrointestinal', 'tract', 'host', 'cells', 'anatomy', 'cell', 'biology', 'host-pathogen', 'interactions', 'virology', 'nematoda', 'biology', 'and', 'life', 'sciences', 'organisms']","Title: Discovery of Diverse Nematode-Infecting Microsporidia and Their Interactions

Lay Summary:
Microsporidia are intracellular pathogens related to fungi, but little was known about their prevalence and diversity in nematodes. This study aimed to explore microsporidian infections in nematodes. The researchers collected nematodes from around the world, identified microsporidian infections, and analyzed their genes.
They isolated 47 nematode strains with microsporidian infections. Nematocida parisii was the most common microsporidia infecting Caenorhabditis elegans in the wild. Six new species in the Nematocida genus were described, along with two new genera, Enteropsectra and Pancytospora. These microsporidia have various characteristics, like different spore sizes, shapes, and exit strategies from host cells. Some show broad host specificity, while others are more narrow. Nematocida ausubeli causes a reduced host response compared to other Nematocida species.
These findings expand knowledge of microsporidian diversity and host-parasite interactions, offering resources for studying host resistance and coevolution.
Keywords: Microsporidia, Nematodes, Host-Parasite Interaction, New Species"
"Closely related, yet unique: Distinct homo- and heterodimerization patterns of G protein coupled chemokine receptors and their fine-tuning by cholesterol",2018,"['dimers', '(chemical', 'physics)', 'cell', 'motility', 'ccr5', 'coreceptor', 'crystal', 'structure', 'condensed', 'matter', 'physics', 'membrane', 'receptor', 'signaling', 'crystallography', 'coreceptors', 'physical', 'chemistry', 'chemical', 'properties', 'lipids', 'solid', 'state', 'physics', 'dimerization', 'chemistry', 'chemotaxis', 'cholesterol', 'physics', 'biochemistry', 'biochemical', 'simulations', 'signal', 'transduction', 'cell', 'biology', 'chemokines', 'biology', 'and', 'life', 'sciences', 'physical', 'sciences', 'computational', 'biology', 'chemical', 'physics', 'cell', 'signaling']","Title: Chemokine Receptor Dimerization Patterns and the Role of Cholesterol

Lay Summary:
Chemokine receptors are crucial for the immune system and are involved in cancer and HIV. While studies have shown that their dimers and oligomers affect function and cholesterol impacts their activity, structural details were limited. This study used molecular dynamics simulations to explore chemokine receptor homo- and heterodimers.
- The CC chemokine receptors CCR5 and CCR2 had similar homodimerization patterns, different from CXCR4.
- Cholesterol bound to specific regions on these receptors, modulating their homodimer interfaces in a subtype-specific way.
- CXCR4/CCR5 and CXCR4/CCR2 heterodimers had distinct patterns, with CXCR4/CCR5 being more cholesterol-sensitive.
These findings provide a structural basis for understanding how receptor dimerization and cholesterol interaction affect function, which could help in developing treatments for related diseases.

Keywords: Chemokine Receptors, Dimerization, Cholesterol, HIV, Immune System "
Atypical Systemic Leishmaniasis to Be Considered in the Differential of Patients Presenting with Depressed Immunity,2012,"['medicine', 'infectious', 'diseases', 'clinical', 'immunology', 'leishmaniasis', 'neglected', 'tropical', 'diseases', 'immunology']","Title: Atypical Systemic Leishmaniasis: An Unrecognized Form in Patients with Depressed Immunity

Lay Summary:
Systemic leishmaniasis usually shows specific symptoms, but a new form has been discovered. The study aimed to show that this disease has a wider range of symptoms than previously thought.
The researchers examined 160 patients with depressed immunity. They used various tests like blood counts, immunoglobulin titers, and biopsies.
19.4% of the patients had an atypical form of systemic leishmaniasis. These patients had normal immune profiles but dysfunctional macrophages with Leishmania parasites. They often had recurrent infections, and the skin was a common target.
This discovery means that doctors should consider atypical systemic leishmaniasis in patients with unexplained low immunity. It also shows the disease may be more common than previously diagnosed. Future research could focus on better diagnosing this form and understanding its impact.

Keywords: Systemic Leishmaniasis, Atypical Form, Depressed Immunity, Diagnosis"
Genome-Wide Analysis of Human Disease Alleles Reveals That Their Locations Are Correlated in Paralogous Proteins,2008,"['evolutionary', 'biology/genomics', 'genetics', 'and', 'genomics/genetics', 'of', 'disease', 'computational', 'biology/genomics', 'genetics', 'and', 'genomics/bioinformatics', 'cardiovascular', 'disorders', 'genetics', 'and', 'genomics/population', 'genetics']","Title: Genome-Wide Analysis Finds Correlation of Disease Allele Locations in Paralogous Proteins

Lay Summary:
Understanding the impact of human mutations is crucial for predicting disease and drug reactions. But predicting the effects of sequence variants is difficult. This study aimed to explore if variants at homologous positions in paralogous human proteins could help identify disease-causing polymorphisms. The researchers assembled known disease-causing variants from databases and analyzed the genome-wide distribution of sequence variants in paralogous proteins.
They found that variants co-occur at homologous positions more often than expected. Also, if one member of a variant-pair is disease-causing, the other likely is too. These findings can be used to identify potential disease-causing variants, improve polymorphism prioritization, and offer candidates for diagnosis and treatment. Overall, they open new avenues for DNA variant research and clinical studies.

Keywords: Paralogous Proteins, Disease Alleles, DNA Variants, Genome-Wide Analysis"
